"id","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
18690,-121.75,36.96,19,3461,634,2790,607,4.7569,190800,"<1H OCEAN"
17949,-121.96,37.34,42,2001,402,942,375,4.4453,255400,"<1H OCEAN"
12489,-121.49,38.57,49,1334,492,634,421,1.7568,93800,"INLAND"
12437,-116.17,33.67,18,3585,800,3873,788,2.5714,65900,"INLAND"
17627,-121.94,37.25,16,3942,749,1894,737,5.2894,332800,"<1H OCEAN"
16666,-120.7,35.28,14,3768,682,1884,664,4.6071,239900,"NEAR OCEAN"
19091,-122.61,38.24,17,1728,271,897,284,3.4896,185900,"<1H OCEAN"
11825,-120.99,39.04,17,2289,450,1182,397,2.3696,166800,"INLAND"
2193,-119.95,36.8,30,1233,214,620,199,3.4297,112500,"INLAND"
6337,-117.97,33.99,23,3335,570,1560,555,5.7268,300300,"<1H OCEAN"
13433,-117.43,34.1,34,1345,265,834,290,3.7011,99500,"INLAND"
12774,-121.43,38.62,36,1765,438,1008,382,2.0639,73000,"INLAND"
16876,-122.41,37.59,40,2401,383,894,356,5.6493,422400,"NEAR OCEAN"
8167,-118.13,33.8,36,1496,271,743,265,4.4312,226000,"<1H OCEAN"
11430,-117.97,33.67,25,3906,660,1809,622,5.6765,265100,"<1H OCEAN"
17101,-122.26,37.45,17,2742,441,986,421,5.9285,496000,"NEAR OCEAN"
1573,-122,37.82,20,2206,458,926,432,4.6042,256400,"<1H OCEAN"
503,-122.27,37.85,47,1375,307,843,319,1.3785,142300,"NEAR BAY"
14988,-117.03,32.73,32,1750,333,997,335,3.4784,154400,"NEAR OCEAN"
2283,-119.78,36.79,33,2260,440,966,413,2.9301,68300,"INLAND"
18496,-121.57,37.01,44,1448,393,1066,357,2.0625,170300,"INLAND"
7196,-118.19,34.04,43,1682,422,1706,409,2.1029,153300,"<1H OCEAN"
11550,-118.01,33.74,25,8110,1264,3613,1232,6.0609,264900,"<1H OCEAN"
10114,-117.95,33.94,31,2237,431,1135,434,4.45,267900,"<1H OCEAN"
6666,-118.09,34.17,36,2875,552,1131,458,4.3083,269300,"INLAND"
10760,-117.87,33.63,9,6163,1004,1912,903,10.8289,500001,"<1H OCEAN"
20057,-119.1,35.79,19,1809,477,2051,416,1.8144,49800,"INLAND"
12536,-121.51,38.56,43,1048,312,1320,294,1.0649,137500,"INLAND"
11774,-121.28,38.75,52,493,89,189,94,2.108,83800,"INLAND"
15243,-117.25,32.99,10,4926,749,1478,634,7.472,439900,"NEAR OCEAN"
9156,-118.53,34.45,10,5509,969,3002,959,5.5981,220100,"<1H OCEAN"
4212,-118.25,34.1,42,4198,956,1935,878,3.7184,277300,"<1H OCEAN"
10205,-117.93,33.87,52,950,229,429,185,2.315,182100,"<1H OCEAN"
12226,-116.9,33.65,15,652,149,248,97,2.1071,93800,"INLAND"
5691,-118.24,34.23,41,1912,308,896,314,5.3473,352700,"<1H OCEAN"
18985,-121.99,38.26,18,921,126,368,120,6.0842,261100,"INLAND"
18170,-122.02,37.36,21,2471,677,1486,689,3.9038,243800,"<1H OCEAN"
6248,-117.97,34.05,36,1299,206,763,216,3.5179,161400,"<1H OCEAN"
13637,-117.32,34.09,30,1129,251,1034,237,2.3917,78600,"INLAND"
9555,-120.64,37.38,19,2256,449,1469,435,2.5129,84600,"INLAND"
15809,-122.44,37.76,52,2509,496,855,478,5.0731,405400,"NEAR BAY"
13211,-117.69,34.04,5,4459,896,2028,881,4.0096,182600,"INLAND"
6430,-118,34.12,37,1340,325,928,333,3.9219,175000,"INLAND"
6819,-118.08,34.08,43,1716,402,1343,386,2.9688,211400,"<1H OCEAN"
3259,-122.89,39.42,16,411,114,26,19,0.4999,73500,"INLAND"
3997,-118.59,34.18,7,11853,2691,4404,2447,4.2009,271300,"<1H OCEAN"
6035,-117.73,34.07,34,4038,725,2716,759,4.1339,135000,"INLAND"
816,-122.04,37.61,36,1151,216,727,215,4.1719,187000,"NEAR BAY"
2085,-119.81,36.76,52,1792,352,1049,357,2.4375,57100,"INLAND"
4569,-118.26,34.06,42,2541,1282,3974,1189,1.5854,87500,"<1H OCEAN"
4350,-118.38,34.11,38,2601,523,870,474,7.1134,416700,"<1H OCEAN"
13508,-117.33,34.13,30,2335,363,1214,311,2.2449,93200,"INLAND"
16899,-122.37,37.58,52,1900,290,665,276,4.5486,500001,"NEAR OCEAN"
3685,-118.37,34.21,36,1392,326,1181,303,3.1563,176400,"<1H OCEAN"
12577,-121.43,38.53,36,1488,294,846,279,3.1208,82700,"INLAND"
20444,-118.85,34.27,50,187,33,130,35,3.3438,500001,"<1H OCEAN"
6690,-118.08,34.14,45,2923,604,1903,560,3.1729,218700,"INLAND"
3097,-117.73,35.73,35,2916,594,1870,432,3.625,55000,"INLAND"
11979,-117.49,33.99,21,2050,392,1153,336,4.84,116400,"INLAND"
20194,-119.21,34.26,10,3150,781,1582,653,4.2448,157300,"NEAR OCEAN"
7129,-118.09,34.02,33,4853,1105,2855,1006,3.2622,208600,"<1H OCEAN"
12220,-117.27,33.55,4,6112,890,2088,712,5.5351,429000,"<1H OCEAN"
15361,-117.42,33.35,14,25135,4819,35682,4769,2.5729,134400,"<1H OCEAN"
10929,-117.9,33.75,28,1346,291,1575,278,3.425,159500,"<1H OCEAN"
3018,-119.4,35.06,21,2213,458,1250,440,2.9187,52100,"INLAND"
10744,-117.92,33.61,37,1244,173,394,154,10.3682,500001,"<1H OCEAN"
4106,-118.34,34.12,41,3257,679,1237,638,4.2415,409600,"<1H OCEAN"
16926,-122.31,37.58,44,1990,442,1141,424,3.9696,258300,"NEAR BAY"
1535,-122.05,37.89,37,1677,269,689,283,4.2625,310600,"NEAR BAY"
10645,-117.81,33.56,24,6258,1003,1730,752,10.9601,500001,"<1H OCEAN"
13476,-117.4,34.09,5,6190,993,3615,963,4.4034,133200,"INLAND"
18609,-122,37.12,17,4413,672,1674,608,6.9772,383300,"<1H OCEAN"
12870,-121.38,38.71,7,4842,935,2857,907,3.9318,133000,"INLAND"
19400,-120.94,37.74,35,1166,268,515,266,2.3469,90200,"INLAND"
16399,-121.26,37.99,27,429,102,179,90,2.3333,87500,"INLAND"
7577,-118.21,33.88,29,1976,444,1254,371,2.1782,126800,"<1H OCEAN"
15915,-122.41,37.74,52,2058,399,1208,399,3.6429,230000,"NEAR BAY"
1855,-124.19,41.78,15,3140,714,1645,640,1.6654,74600,"NEAR OCEAN"
15170,-117.06,33.01,24,2618,485,726,443,3.5192,159100,"<1H OCEAN"
2884,-118.98,35.39,22,1812,457,1592,420,1.4146,49100,"INLAND"
3061,-119.14,35.76,30,735,137,421,113,2.5625,156300,"INLAND"
4110,-118.39,34.14,34,4624,781,1572,719,6.5533,500001,"<1H OCEAN"
9769,-121.32,36.42,20,1054,269,1219,273,3.0437,76600,"<1H OCEAN"
7445,-118.19,33.95,42,2309,685,2609,673,2.7206,162100,"<1H OCEAN"
1554,-121.98,37.8,17,3354,422,1457,425,7.6473,345800,"<1H OCEAN"
8033,-118.13,33.83,44,1710,333,786,344,4.2917,314700,"<1H OCEAN"
2147,-119.77,36.77,38,3065,658,1441,625,2.0564,64700,"INLAND"
16430,-121.32,38.13,5,3136,501,1327,467,5.5942,186900,"INLAND"
4882,-118.25,34.02,32,1375,448,1698,432,1.6302,130700,"<1H OCEAN"
13895,-116.35,34.13,9,1969,406,805,349,1.5491,62300,"INLAND"
9304,-122.55,38.01,27,3966,577,1657,611,6.3314,342200,"NEAR BAY"
15996,-122.46,37.75,52,1590,236,622,232,5.8151,500001,"NEAR BAY"
13263,-117.65,34.1,19,1688,365,622,322,3.6,136400,"INLAND"
7506,-118.28,33.92,39,1472,302,1036,318,3,110000,"<1H OCEAN"
9217,-120.25,37.11,20,2062,466,1285,456,1.5319,50500,"INLAND"
9270,-122.54,38.14,16,4431,603,1659,630,7.5412,392100,"NEAR BAY"
6741,-118.09,34.12,38,1713,285,779,286,5.6152,359900,"<1H OCEAN"
4209,-118.24,34.1,42,1525,456,1688,432,3.1691,141300,"<1H OCEAN"
16206,-121.29,37.94,40,2827,655,2037,574,2.0303,63800,"INLAND"
1246,-122.04,39.22,27,1446,295,670,281,3.2625,92800,"INLAND"
20348,-119,34.19,5,3634,718,1317,743,4.2917,227900,"<1H OCEAN"
11652,-118.05,33.85,25,2856,388,1212,362,6.1737,313100,"<1H OCEAN"
5414,-118.45,34.01,37,1328,250,626,228,5.8666,440100,"<1H OCEAN"
18538,-122,36.98,20,2502,454,981,399,4.3,275000,"NEAR OCEAN"
17229,-119.74,34.45,29,2526,388,1092,409,6.0597,383100,"<1H OCEAN"
16739,-122.42,37.71,44,2080,489,1781,478,3.6827,215300,"NEAR BAY"
6802,-118.13,34.09,42,700,212,662,210,3.0078,191700,"<1H OCEAN"
12243,-116.97,33.75,22,3740,965,2011,824,1.3039,77500,"INLAND"
15722,-122.45,37.78,52,2686,606,1392,578,4,355300,"NEAR BAY"
15759,-122.44,37.77,52,2002,520,939,501,3.2239,488900,"NEAR BAY"
19871,-119.36,36.33,11,3221,617,1351,565,2.9844,132000,"INLAND"
17650,-121.89,37.26,26,1864,331,956,325,5.5,231700,"<1H OCEAN"
16138,-122.49,37.79,52,2488,281,805,295,10.7058,500001,"NEAR BAY"
5704,-118.26,34.23,43,1428,325,836,302,4.5759,209200,"<1H OCEAN"
14404,-117.25,32.78,36,1527,427,710,312,2.7857,291700,"NEAR OCEAN"
8836,-118.37,34.09,24,630,172,257,147,5.5224,4e+05,"<1H OCEAN"
15825,-122.42,37.75,52,1974,525,935,465,2.7173,3e+05,"NEAR BAY"
2856,-118.92,35.38,33,3122,579,1733,545,3.8307,70600,"INLAND"
9606,-120.46,37.31,35,2042,378,953,356,2.7344,87800,"INLAND"
7254,-118.14,34.01,36,702,210,834,216,2.25,162500,"<1H OCEAN"
11612,-118.06,33.78,22,4048,562,1637,541,7.3463,355600,"<1H OCEAN"
16896,-122.36,37.58,52,3084,595,1324,571,5.0756,374200,"NEAR OCEAN"
4041,-118.49,34.16,37,3333,488,1171,485,6.4958,500001,"<1H OCEAN"
1582,-122.03,37.86,25,3004,393,1145,376,7.2655,494000,"NEAR BAY"
5904,-118.43,34.3,37,1394,313,1111,327,3.6023,161800,"<1H OCEAN"
2166,-119.83,36.77,32,2867,615,1705,570,2.4286,68100,"INLAND"
14244,-117.1,32.69,11,3071,911,2812,774,1.2413,83100,"NEAR OCEAN"
10027,-121.07,39.23,39,2099,433,929,423,1.9886,113800,"INLAND"
7260,-118.17,34.01,36,1657,425,1689,418,2.7799,149300,"<1H OCEAN"
1701,-122.27,37.97,10,15259,2275,7266,2338,6.0666,272400,"NEAR BAY"
6626,-118.14,34.17,42,2757,713,2112,653,2.7148,166800,"<1H OCEAN"
8038,-118.14,33.84,36,3002,484,1322,471,4.933,228900,"<1H OCEAN"
18524,-122.06,36.98,15,3385,669,1571,615,4.2254,320900,"NEAR OCEAN"
11316,-117.97,33.77,20,1988,424,1277,425,2.9414,162200,"<1H OCEAN"
7520,-118.26,33.91,39,935,210,711,193,2.4375,101900,"<1H OCEAN"
8481,-118.32,33.92,35,1281,219,710,184,4.8304,152800,"<1H OCEAN"
7160,-118.16,34.04,38,1076,286,1535,323,2.7026,145000,"<1H OCEAN"
17260,-119.72,34.42,31,1524,383,1257,398,2.6019,250000,"NEAR OCEAN"
3390,-118.35,34.22,30,1260,222,638,229,4.1302,258300,"<1H OCEAN"
3240,-119.56,36.09,35,1648,285,792,265,3.2847,64700,"INLAND"
15897,-122.39,37.72,28,1609,340,1064,290,1.1125,206300,"NEAR BAY"
15786,-122.39,37.78,3,3464,1179,1441,919,4.7105,275000,"NEAR BAY"
5207,-118.28,33.93,41,936,257,913,226,2.0313,122600,"<1H OCEAN"
3364,-120.36,40.45,19,689,143,355,127,1.7333,70000,"INLAND"
2290,-119.76,36.8,29,3494,662,1781,616,2.5893,70900,"INLAND"
11531,-118.08,33.76,25,1995,637,743,597,1.4617,46900,"<1H OCEAN"
5798,-118.24,34.14,36,1813,560,1501,544,1.9125,238000,"<1H OCEAN"
19544,-120.96,37.64,36,60,12,51,14,3.625,67500,"INLAND"
2043,-119.69,36.74,23,2097,385,911,405,3.5128,121600,"INLAND"
18091,-122.07,37.31,24,4401,698,1818,685,7.2986,500001,"<1H OCEAN"
6650,-118.13,34.16,36,2162,658,1337,590,2.2095,176700,"<1H OCEAN"
14407,-117.25,32.77,32,2021,524,973,485,3.18,362500,"NEAR OCEAN"
4259,-118.34,34.11,51,937,348,527,333,4.3571,468800,"<1H OCEAN"
14970,-117.01,32.75,34,2105,340,973,357,4.3088,152500,"<1H OCEAN"
19209,-122.72,38.45,41,1743,373,780,357,3.1467,175500,"<1H OCEAN"
3888,-118.53,34.21,18,3124,796,1855,725,2.9389,213200,"<1H OCEAN"
7943,-118.13,33.87,45,1606,300,735,295,4.6765,198400,"<1H OCEAN"
14527,-117.13,32.92,17,1481,315,1002,300,3.6196,163400,"<1H OCEAN"
9910,-122.3,38.31,34,1797,395,1162,407,3.455,137500,"NEAR BAY"
1450,-122.01,37.99,28,1900,401,918,351,3.7841,144900,"NEAR BAY"
16464,-121.28,38.11,10,2974,588,1559,568,3.8825,136800,"INLAND"
12982,-121.31,38.68,22,1194,207,545,223,3.8603,134300,"INLAND"
17012,-122.28,37.53,34,1980,385,970,391,5.1207,310900,"NEAR OCEAN"
4407,-118.24,34.08,52,137,26,65,24,4.025,137500,"<1H OCEAN"
12191,-117.35,33.68,10,516,107,282,96,4.2788,125000,"<1H OCEAN"
8951,-118.46,34.02,39,3599,776,1569,763,5.2571,405400,"<1H OCEAN"
5907,-118.43,34.3,28,271,61,246,62,1.7062,164600,"<1H OCEAN"
681,-122.15,37.68,30,2261,443,929,383,4.2841,213400,"NEAR BAY"
19422,-121.06,37.7,7,9374,1847,4827,1722,3.462,151900,"INLAND"
2038,-119.67,36.74,19,2788,614,1365,525,2.7813,120300,"INLAND"
1353,-121.96,38.02,35,2691,542,1409,505,3.016,95300,"INLAND"
13606,-117.26,34.17,30,1937,351,945,344,3.8906,123700,"INLAND"
4832,-118.31,34.04,37,2338,686,2376,630,1.767,170300,"<1H OCEAN"
12372,-116.42,33.76,14,16921,2837,2524,1262,7.6281,341700,"INLAND"
5530,-118.41,33.96,44,1802,306,753,282,6.0286,356000,"<1H OCEAN"
10237,-117.92,33.87,33,1597,NA,1888,423,3.055,157800,"<1H OCEAN"
19921,-119.33,36.32,16,3331,839,1955,763,1.6148,86600,"INLAND"
2116,-119.72,36.76,23,6403,NA,3573,1260,2.3006,69000,"INLAND"
12176,-117.23,33.77,5,2108,496,1666,461,2,83000,"INLAND"
19304,-122.82,38.38,27,2565,479,1227,467,4.5132,259900,"<1H OCEAN"
17998,-121.96,37.28,33,1940,327,877,314,5.4386,280400,"<1H OCEAN"
5654,-118.29,33.73,30,2835,711,1669,652,3.3616,268500,"NEAR OCEAN"
15965,-122.44,37.71,46,1230,247,895,257,5.3913,248900,"NEAR BAY"
14444,-117.25,32.8,26,2442,659,1134,624,3.3274,295500,"NEAR OCEAN"
16171,-122.47,37.81,45,6927,1258,4715,1165,3.4051,500001,"NEAR BAY"
20346,-119.04,34.22,18,3117,583,2079,545,4.6458,222800,"<1H OCEAN"
5582,-118.31,33.83,27,2880,802,2083,727,2.9619,223400,"<1H OCEAN"
16626,-120.84,35.37,34,3279,714,1397,646,2.5552,2e+05,"NEAR OCEAN"
7820,-118.11,33.9,36,1347,278,748,278,5.1423,183100,"<1H OCEAN"
6637,-118.16,34.15,17,821,163,229,164,7.3715,263000,"<1H OCEAN"
15231,-117.21,33.03,20,3370,433,1020,408,11.0911,500001,"NEAR OCEAN"
5046,-118.33,33.97,47,1830,369,922,377,4.1635,156400,"<1H OCEAN"
8572,-118.4,33.9,37,2458,400,920,375,7.8924,500001,"<1H OCEAN"
5815,-118.25,34.14,13,3487,1131,3749,1072,2.1602,221900,"<1H OCEAN"
10738,-117.91,33.61,40,2790,531,952,424,4.8,500001,"<1H OCEAN"
14387,-117.23,32.75,5,1824,NA,892,426,3.4286,137500,"NEAR OCEAN"
10213,-117.9,33.88,35,2062,353,991,357,5.2897,230400,"<1H OCEAN"
7769,-118.09,33.91,14,2369,604,1546,464,3.7969,159400,"<1H OCEAN"
11229,-117.94,33.81,24,4602,1131,3003,1014,3.6771,172200,"<1H OCEAN"
16701,-120.61,35.1,17,2799,637,2015,592,3.0536,143600,"<1H OCEAN"
11057,-117.85,33.79,40,1251,336,729,343,2.4688,236400,"<1H OCEAN"
18017,-121.97,37.26,19,2174,454,998,426,4.6827,255100,"<1H OCEAN"
2395,-119.4,37.09,22,2211,477,773,288,3.3269,102700,"INLAND"
8891,-118.5,34.02,28,5109,1482,2313,1451,3.3266,483300,"<1H OCEAN"
6497,-118,34.08,23,1627,318,1279,289,4.6467,185100,"INLAND"
18527,-122.04,36.97,52,1901,335,955,301,3.8259,253100,"NEAR OCEAN"
6295,-117.9,34.01,27,1702,381,2091,352,3.7917,131100,"<1H OCEAN"
18375,-121.86,37.23,24,4337,670,1936,652,5.8904,271400,"<1H OCEAN"
11551,-117.98,33.75,24,3865,802,2670,772,3.8158,180000,"<1H OCEAN"
20374,-118.85,34.17,42,564,96,220,81,4.5625,318800,"<1H OCEAN"
8170,-118.12,33.81,36,1774,299,784,298,5.0447,249200,"<1H OCEAN"
13098,-121.35,38.51,29,2337,391,1054,352,4.2206,157700,"INLAND"
5373,-118.38,34.04,45,767,130,254,118,6.2895,340400,"<1H OCEAN"
8393,-118.36,33.97,19,4651,1281,2917,1121,2.6823,142500,"<1H OCEAN"
1737,-122.32,37.97,33,1156,190,643,209,4.5,156600,"NEAR BAY"
20257,-119.17,34.21,33,1039,256,1432,272,3.1103,143500,"NEAR OCEAN"
16878,-122.4,37.6,52,1380,203,530,210,6.221,420300,"NEAR OCEAN"
12869,-121.35,38.72,2,21897,3513,8652,2873,4.5432,151300,"INLAND"
15171,-117.07,33.01,25,2120,381,588,359,3.1187,169400,"<1H OCEAN"
19937,-119.33,36.3,12,2172,352,1013,354,4.9464,115600,"INLAND"
11017,-117.82,33.76,33,2774,428,1229,407,6.2944,265600,"<1H OCEAN"
2490,-120.36,36.13,29,1938,434,1306,415,3.0134,55500,"INLAND"
4922,-118.25,34,32,1218,342,1292,304,1.5781,102900,"<1H OCEAN"
316,-122.19,37.76,45,995,238,630,237,1.925,74100,"NEAR BAY"
11205,-117.91,33.83,47,504,113,375,109,3.6607,160600,"<1H OCEAN"
11154,-117.97,33.84,18,1063,209,462,223,2.8348,219000,"<1H OCEAN"
13586,-117.3,34.12,43,1018,261,736,215,2.6,66900,"INLAND"
13757,-117.16,34.06,17,2285,554,1412,541,1.8152,94300,"INLAND"
18824,-121.62,41.78,40,3272,663,1467,553,1.7885,43500,"INLAND"
19013,-122.01,38.35,18,4486,723,1600,697,3.8651,189700,"INLAND"
7610,-118.26,33.88,36,1212,222,775,224,5.5591,136500,"<1H OCEAN"
15055,-116.83,32.81,18,2367,402,1021,395,4.8125,210500,"<1H OCEAN"
3309,-122.63,38.95,11,686,127,246,86,1.7083,77300,"INLAND"
11968,-117.4,34,31,1192,307,1013,283,2.0742,76200,"INLAND"
5313,-118.43,34.05,22,4251,1073,1581,881,5.2555,500001,"<1H OCEAN"
7434,-118.21,33.94,40,2227,594,2244,580,2.4459,143800,"<1H OCEAN"
7215,-118.17,34.02,34,760,219,968,202,1.7813,145000,"<1H OCEAN"
11643,-118.06,33.83,17,1973,516,1112,501,3.8512,163800,"<1H OCEAN"
5848,-118.3,34.18,5,5492,1549,2997,1405,3.3205,172100,"<1H OCEAN"
14141,-117.08,32.75,20,1989,508,1452,462,2.0077,118300,"NEAR OCEAN"
12145,-117.22,33.81,4,9911,1946,5145,1661,3.4237,113700,"INLAND"
5643,-118.31,33.74,36,2464,472,1111,457,4.5074,350000,"NEAR OCEAN"
8928,-118.48,34.01,30,3078,954,1561,901,3.4852,425000,"<1H OCEAN"
11584,-118.04,33.76,25,4061,545,1623,527,7.1572,294900,"<1H OCEAN"
14637,-117.19,32.8,16,2593,794,1235,684,3.1304,166300,"NEAR OCEAN"
4252,-118.36,34.1,52,1295,281,578,273,2.976,405100,"<1H OCEAN"
14679,-117.11,32.82,16,4241,892,1771,864,4.375,166500,"NEAR OCEAN"
7964,-118.19,33.86,42,1999,431,1060,399,3.7031,167100,"<1H OCEAN"
7104,-118,33.89,34,1932,315,1053,316,5.1377,213300,"<1H OCEAN"
4378,-118.27,34.09,48,1527,295,589,286,4.1667,344800,"<1H OCEAN"
1854,-124.21,41.77,17,3461,722,1947,647,2.5795,68400,"NEAR OCEAN"
13240,-117.66,34.13,17,3229,405,1289,407,6.3842,307100,"INLAND"
17764,-121.87,37.36,34,938,242,769,226,3.5625,194500,"<1H OCEAN"
5455,-118.46,34,36,1392,260,679,247,4.7344,346900,"<1H OCEAN"
15673,-122.44,37.8,52,3161,472,842,410,7.9761,500001,"NEAR BAY"
1705,-122.3,37.97,35,1811,377,911,340,3.375,149700,"NEAR BAY"
11493,-117.99,33.69,16,1476,294,886,270,5.3259,216400,"<1H OCEAN"
14156,-117.07,32.77,38,3779,614,1495,614,4.3529,184000,"NEAR OCEAN"
3689,-118.38,34.22,32,362,100,348,102,2.2679,150000,"<1H OCEAN"
10640,-117.79,33.69,15,1875,316,890,316,6.5783,244800,"<1H OCEAN"
7892,-118.07,33.88,17,2407,539,1422,524,4.2619,139700,"<1H OCEAN"
11480,-118.02,33.73,24,6393,1141,2743,1057,5.1384,336900,"<1H OCEAN"
10182,-117.95,33.86,35,2375,439,1343,424,4.53,193500,"<1H OCEAN"
7952,-118.15,33.86,34,2403,413,1385,386,4.4934,213800,"<1H OCEAN"
18099,-122.04,37.33,22,4011,963,2206,879,4.5721,351200,"<1H OCEAN"
17281,-119.73,34.43,27,1448,404,978,338,2.303,261000,"NEAR OCEAN"
10968,-117.89,33.76,34,1050,210,723,201,4.8,192700,"<1H OCEAN"
8154,-118.11,33.81,36,1252,209,558,214,3.9722,235600,"<1H OCEAN"
11980,-117.48,33.98,20,2451,475,1785,456,3.3966,115000,"INLAND"
4622,-118.31,34.07,40,2657,794,2149,749,2.2653,445000,"<1H OCEAN"
10038,-121.02,39.23,16,1427,319,642,333,1.4241,125000,"INLAND"
2238,-119.81,36.85,17,2340,370,1174,396,4.2304,94400,"INLAND"
2680,-115.53,32.99,25,2578,634,2082,565,1.7159,62200,"INLAND"
15493,-117.21,33.13,19,3068,596,912,554,3.775,168000,"NEAR OCEAN"
9240,-119.85,36.97,13,2872,477,1607,481,4.475,102400,"INLAND"
17057,-122.25,37.48,45,2743,390,974,400,7.1621,500001,"NEAR OCEAN"
942,-122.03,37.54,16,4458,856,3038,870,5.0739,208000,"NEAR BAY"
7821,-118.11,33.91,36,1088,231,617,211,3.8824,193100,"<1H OCEAN"
16322,-121.34,37.99,14,3111,498,1178,525,6.556,234700,"INLAND"
12683,-121.4,38.55,26,2697,398,1088,389,5,142500,"INLAND"
16036,-122.46,37.72,49,1207,255,658,220,4.0859,228600,"NEAR OCEAN"
7291,-118.22,33.98,36,1514,453,1496,448,2.1044,148200,"<1H OCEAN"
11134,-117.93,33.85,36,2147,416,1011,392,3.2188,196900,"<1H OCEAN"
8005,-118.1,33.85,28,2825,470,1352,469,5.2639,242000,"<1H OCEAN"
20029,-119.01,36.08,31,1620,366,1154,348,1.8857,55500,"INLAND"
1288,-121.84,38.02,46,66,22,37,21,0.536,87500,"INLAND"
16223,-121.35,37.96,21,1343,183,462,193,5.8995,189900,"INLAND"
19150,-122.71,38.35,11,2242,699,1203,642,2.3464,104200,"<1H OCEAN"
3491,-118.46,34.28,23,1663,302,1242,283,5.5931,217600,"<1H OCEAN"
17253,-119.71,34.42,52,1838,692,851,576,1.4851,237500,"<1H OCEAN"
4139,-118.17,34.12,35,2568,672,1696,605,2.9154,169200,"<1H OCEAN"
43,-122.26,37.84,49,713,202,462,189,1.025,118800,"NEAR BAY"
5636,-118.28,33.75,21,2442,719,1916,646,1.2276,208300,"NEAR OCEAN"
182,-122.23,37.8,52,783,184,488,186,1.9375,126600,"NEAR BAY"
16507,-121.13,37.73,40,1126,220,667,235,3.3158,125900,"INLAND"
12490,-121.49,38.57,38,2410,967,1091,829,1.2209,87900,"INLAND"
17664,-121.89,37.26,25,3319,531,1560,502,5.8479,263300,"<1H OCEAN"
16568,-121.44,37.7,5,1365,196,591,156,6.0389,215100,"INLAND"
17603,-121.88,37.3,42,1867,398,927,389,4.325,247000,"<1H OCEAN"
438,-122.3,37.87,10,503,118,228,100,2.1705,150000,"NEAR BAY"
2498,-120.67,36.72,18,819,198,996,198,2.5,112500,"INLAND"
13385,-117.6,34.11,18,6025,1062,3360,1028,4.8889,155700,"INLAND"
20264,-119.19,34.21,27,1887,487,1339,428,2.9185,224500,"NEAR OCEAN"
1318,-121.8,37.99,16,3077,465,1575,446,5.5,179500,"INLAND"
15444,-117.26,33.19,4,2342,595,1518,545,2.9469,216100,"NEAR OCEAN"
8260,-118.18,33.77,30,1418,439,720,417,2.6371,159400,"NEAR OCEAN"
4786,-118.32,34.03,50,1845,349,1109,335,2.8971,127800,"<1H OCEAN"
6336,-117.96,33.99,25,2799,388,1348,389,6.2517,311100,"<1H OCEAN"
4515,-118.2,34.04,52,1249,307,1223,297,2.07,136300,"<1H OCEAN"
749,-122.09,37.66,39,1160,259,725,274,2.2222,158300,"NEAR BAY"
10345,-117.66,33.62,16,4065,661,1962,636,6.2177,256600,"<1H OCEAN"
17059,-122.24,37.48,40,4459,1027,2080,982,3.5322,361900,"NEAR OCEAN"
2344,-119.69,36.82,15,3303,512,1687,505,4.81,93600,"INLAND"
2584,-124.09,40.87,44,692,206,398,211,1.1576,87500,"NEAR OCEAN"
16504,-121.13,37.74,28,409,104,244,98,3.4643,90900,"INLAND"
7474,-118.2,33.93,36,2210,634,2341,553,2.1715,131100,"<1H OCEAN"
6006,-117.77,34.07,29,2976,662,2452,633,3.0638,113600,"INLAND"
16589,-121.43,37.74,52,966,247,589,228,1.6937,108300,"INLAND"
19155,-122.69,38.37,8,6322,1001,2969,1043,4.8233,214000,"<1H OCEAN"
10665,-117.84,33.64,11,6840,1689,6083,1629,2.4132,198300,"<1H OCEAN"
8104,-118.22,33.8,33,1984,477,1764,440,3.875,165100,"NEAR OCEAN"
13862,-117.27,34.5,8,3567,543,1133,419,5.3733,302600,"INLAND"
15291,-117.31,33.11,7,7974,1703,2904,1550,4.1282,188100,"NEAR OCEAN"
20433,-118.74,34.25,25,1815,281,960,284,5.4243,214700,"<1H OCEAN"
19182,-122.61,38.42,13,7731,1360,2543,1249,4.6957,259800,"<1H OCEAN"
8517,-118.32,33.9,37,1664,401,1316,409,3.0526,216400,"<1H OCEAN"
16668,-120.68,35.26,26,1704,315,918,310,3.2464,208000,"NEAR OCEAN"
15453,-117.31,33.16,4,5846,894,2282,801,5.5956,247800,"NEAR OCEAN"
6440,-118.02,34.11,39,1504,280,718,261,4.625,219000,"INLAND"
4795,-118.34,34.02,44,2067,385,1046,441,3.5357,156900,"<1H OCEAN"
11439,-117.96,33.65,18,3603,879,1549,756,4.0229,363100,"<1H OCEAN"
6940,-118.1,33.99,36,1529,290,1271,287,3.6875,175200,"<1H OCEAN"
6300,-117.92,34.01,35,3055,634,3738,615,3.375,127200,"<1H OCEAN"
4933,-118.26,34,27,1611,479,1457,458,0.8941,91900,"<1H OCEAN"
10567,-117.76,33.71,15,1010,350,470,342,3.2229,108300,"<1H OCEAN"
1985,-120.85,38.69,18,5928,1097,2697,1096,3.4872,141400,"INLAND"
20556,-121.8,38.67,11,3251,623,1700,615,3.1875,172000,"INLAND"
